shapeid,lon,lat,Provider N,Network,Facility N,Address Li,City,State,Zip,County,Chain Orga,Profit or,Certificat,# of Dialy,Offers in-,addrtype,addrlocat
446,-118.5913784,34.1769157,552835,18,DAVITA-WARNER CENTER DIALYSIS,21040 CALIFA ST SUITE A,WOODLAND HILLS,CA,91367,LOS ANGELES,DAVITA,Profit,5/21/2018,24,TRUE,subpremise,ROOFTOP
447,-121.4777082,38.6469734,552739,17,SATELLITE HEALTHCARE SACRAMENTO,646 N. MARKET BLVD,SACRAMENTO,CA,95834,SACRAMENTO,SATELLITE DIALYSIS,Non-Profit,12/20/2013,29,TRUE,premise,ROOFTOP
448,-120.840159,37.5087314,52647,17,SATELLITE DIALYSIS TURLOCK,1729 NORTH OLIVE #9,TURLOCK,CA,95382,STANISLAUS,SATELLITE HEALTHCARE,Non-Profit,3/20/1986,25,TRUE,subpremise,ROOFTOP
449,-117.7469367,34.0975963,552837,18,"POMONA DIALYSIS CENTER, INC.","255 E. BONITA AVENUE, BUILDING 1 STE 200",POMONA,CA,91767,LOS ANGELES,INDEPENDENT,Profit,6/15/2018,24,TRUE,subpremise,ROOFTOP
450,-118.1617205,33.9510181,552695,18,SATELLITE HEALTHCARE SOUTH GATE,"8716 GARFIELD AVENUE, SUITE 100",SOUTH GATE,CA,90280,LOS ANGELES,SATELLITE HEALTHCARE,Non-Profit,12/21/2011,25,TRUE,subpremise,ROOFTOP
451,-118.3671242,34.0762392,52852,18,DAVITA-CRESCENT HEIGHTS DIALYSIS CENTER,8151 BEVERLY BLVD.,LOS ANGELES,CA,90048,LOS ANGELES,DAVITA,Profit,10/27/1999,20,TRUE,street_address,ROOFTOP
452,-119.7716016,36.7832255,52677,17,SAN JOAQUIN VALLEY DIALYSIS,3636 NORTH FIRST #144,FRESNO,CA,93726,FRESNO,FRESENIUS MEDICAL CARE,Profit,1/20/1989,22,TRUE,subpremise,ROOFTOP
453,-122.2598599,38.12348,552560,17,WELLBOUND OF VALLEJO,480 REDWOOD STREET SUITE 40,VALLEJO,CA,94590,SOLANO,SATELLITE HEALTHCARE,Non-Profit,10/18/2006,4,TRUE,subpremise,ROOFTOP
454,-118.3453273,33.8098864,52556,18,U.S. RENAL CARE SKYPARK DIALYSIS,3295 SKYPARK DRIVE,TORRANCE,CA,90505,LOS ANGELES,"US RENAL CARE, INC.",Profit,12/27/1978,12,TRUE,premise,ROOFTOP
455,-117.7427649,34.0233357,552774,18,DAVITA-POMONA VALLEY DIALYSIS,2703 S TOWNE AVENUE,POMONA,CA,91766,LOS ANGELES,DAVITA,Profit,11/17/2014,32,TRUE,street_address,ROOFTOP
456,-121.8085872,36.6679582,552828,17,DAVITA MARINA DIALYSIS,930 2ND AVENUE,MARINA,CA,93933,MONTEREY,DAVITA,Profit,4/11/2018,24,TRUE,street_address,RANGE_INTERPOLATED
457,-117.9364315,33.714164,552630,18,DAVITA-FOUNTAIN VALLEY DIALYSIS,"17150 EUCLID STREET, SUITE 111",FOUNTAIN VALLEY,CA,92708,ORANGE,DAVITA,Profit,10/6/2009,21,TRUE,subpremise,ROOFTOP
458,-116.3034026,33.7661233,552707,18,DAVITA-BERMUDA DUNES DIALYSIS,78030 WILDCAT DRIVE,PALM DESERT,CA,92211,RIVERSIDE,DAVITA,Profit,8/8/2012,21,TRUE,premise,ROOFTOP
459,-121.4471505,38.4727857,552697,17,RAI MACK ROAD,"4660 MACK ROAD, STE 168",SACRAMENTO,CA,95823,SACRAMENTO,RENAL ADVANTAGE,Profit,4/20/2012,23,TRUE,subpremise,ROOFTOP
460,-117.6573112,33.5623904,52597,18,DAVITA-MISSION VIEJO DIALYSIS,27640 MARGUERITE PARKWAY,MISSION VIEJO,CA,92692,ORANGE,DAVITA,Profit,8/12/1977,20,TRUE,street_address,ROOFTOP
461,-118.2893587,33.8330959,52802,18,DAVITA-HARBOR UCLA,21602 S. VERMONT AVENUE,TORRANCE,CA,90502,LOS ANGELES,DAVITA,Profit,4/2/1997,30,TRUE,street_address,ROOFTOP
462,-118.3980106,34.0234762,52875,18,U.S. RENAL CARE CULVER CITY,"9808 VENICE BLVD., SUITE 200",CULVER CITY,CA,90232,LOS ANGELES,"US RENAL CARE, INC.",Profit,12/4/2001,18,TRUE,subpremise,ROOFTOP
463,-121.4664429,38.5684452,52707,17,ALHAMBRA DIALYSIS CENTER,1315 ALHAMBRA BLVD #100,SACRAMENTO,CA,95816,SACRAMENTO,DAVITA,Profit,3/22/1991,20,TRUE,subpremise,ROOFTOP
464,-117.8254473,33.8597511,552545,18,DAVITA-ANAHEIM HILLS DIALYSIS,4201 E. LA PALMA AVENUE,ANAHEIM,CA,92807,ORANGE,DAVITA,Profit,7/15/2005,21,TRUE,premise,ROOFTOP
465,-119.7816589,36.7452824,53525,17,COMMUNITY DIALYSIS CENTER,215 NORTH FRESNO STREET,FRESNO,CA,93701,FRESNO,INDEPENDENT,Non-Profit,4/18/2002,41,TRUE,street_address,ROOFTOP
466,-118.1476057,34.1277561,552517,18,ARROYO DIALYSIS CENTER,"1111 S. ARROYO PARKWAY, SUITE 150",PASADENA,CA,91105,LOS ANGELES,INDEPENDENT,Profit,10/22/2003,24,TRUE,subpremise,ROOFTOP
467,-118.2655215,34.0529974,52631,18,DAVITA-WILSHIRE DIALYSIS CENTER,1212 WILSHIRE BLVD.,LOS ANGELES,CA,90017,LOS ANGELES,DAVITA,Profit,9/9/1985,19,TRUE,premise,ROOFTOP
468,-122.2668952,37.5684023,552620,17,FOSTER CITY DIALYSIS CENTER,1261 EAST HILLSDALE BLVD #2,FOSTER CITY,CA,94404,SAN MATEO,DAVITA,Profit,7/1/2009,16,TRUE,subpremise,ROOFTOP
469,-118.0532776,33.9027908,552641,18,FMC-NORWALK EAST,13063 ROSECRANS AVENUE,SANTA FE SPRINGS,CA,90670,LOS ANGELES,FRESENIUS MEDICAL CARE,Profit,12/4/2009,18,TRUE,street_address,ROOFTOP
470,-122.4484489,37.782709,552811,17,DAVITA GOLDEN GATE DIALYSIS,2700 GEARY BLVD. SUITE A,SAN FRANCISCO,CA,94118,SAN FRANCISCO,DAVITA,Profit,6/14/2017,24,TRUE,subpremise,ROOFTOP
471,-121.3871735,38.6527086,52826,17,NORTH HIGHLANDS DIALYSIS CENTER,4612 ROSEVILLE ROAD SUITE 100,NORTH HIGHLANDS,CA,95660,SACRAMENTO,DAVITA,Profit,3/19/1998,15,TRUE,subpremise,ROOFTOP
472,-118.2761416,34.0733763,552659,18,DAVITA-SILVER LAKE DIALYSIS,2723 W. TEMPLE STREET,LOS ANGELES,CA,90026,LOS ANGELES,DAVITA,Profit,8/5/2010,30,TRUE,premise,ROOFTOP
473,-116.9724152,32.6431157,552732,18,U.S. RENAL CARE CHULA VISTA HOME DIALYSIS,"2082 OTAY LAKES ROAD, SUITE 101",CHULA VISTA,CA,91915,SAN DIEGO,"US RENAL CARE, INC.",Profit,9/5/2013,3,TRUE,subpremise,ROOFTOP
474,-120.6663189,35.293239,552792,18,DAVITA-CASA ST HOME TRAINING,"35 CASA STREET, SUITE 110",SAN LUIS OBISPO,CA,93405,SAN LUIS OBISPO,DAVITA,Profit,8/2/2016,5,TRUE,subpremise,ROOFTOP
475,-118.033109,34.0479891,52755,18,FMC-EL MONTE,11204 E. RUSH STREET,SOUTH EL MONTE,CA,91733,LOS ANGELES,FRESENIUS MEDICAL CARE,Profit,2/17/1995,17,TRUE,premise,ROOFTOP
476,-117.4394533,34.0616923,552628,18,FMC-RAI-JUNIPER AVE-FONTANA,"10557 JUNIPER AVENUE, SUITE B",FONTANA,CA,92337,SAN BERNARDINO,FRESENIUS MEDICAL CARE,Profit,4/24/2009,24,TRUE,subpremise,ROOFTOP
477,-118.258738,33.8401119,552696,18,U.S. RENAL CARE CARSON DIALYSIS,"930 EAST DOMINGUEZ STREET, SUITE A",CARSON,CA,90746,LOS ANGELES,"US RENAL CARE, INC.",Profit,1/25/2012,18,TRUE,subpremise,ROOFTOP
478,-120.0745851,36.9809398,552703,17,MADERA KIDNEY CENTER,1560 COUNTRY CLUB RD,MADERA,CA,93638,MADERA,AMERICAN RENAL ASSOCIATES,Profit,9/28/2012,17,TRUE,street_address,ROOFTOP
479,-117.2900686,34.4803298,552825,18,US RENAL CARE VICTORVILLE HOME DIALYSIS,12611 HESPERIA RD. SUITE B,VICTORVILLE,CA,92395,SAN BERNARDINO,"US RENAL CARE, INC.",Profit,2/8/2018,1,TRUE,subpremise,ROOFTOP
480,-117.633308,34.1012204,52552,18,DAVITA-UPLAND DIALYSIS,600 N. 13TH AVENUE,UPLAND,CA,91786,SAN BERNARDINO,DAVITA,Profit,4/28/1978,24,TRUE,premise,ROOFTOP
481,-122.4316064,37.7907,552668,17,PACIFIC DIALYSIS,2351 CLAY STREET 4TH FLOOR,SAN FRANCISCO,CA,94115,SAN FRANCISCO,DAVITA,Profit,2/1/2011,30,TRUE,subpremise,ROOFTOP
482,-118.156199,34.6811621,552593,18,ANTELOPE VALLEY KIDNEY INSTITUTE,"43932 15TH STREET, SUITE 103",LANCASTER,CA,93534,LOS ANGELES,INDEPENDENT,Profit,3/10/2008,20,TRUE,subpremise,ROOFTOP
483,-118.5003552,34.2578506,52790,18,"NRC-KIDNEY CARE CENTER OF NORTH VALLEY, INC",16907 DEVONSHIRE STREET,GRANADA HILLS,CA,91344,LOS ANGELES,NATIONAL RENAL CARE,Profit,7/24/1996,20,TRUE,premise,ROOFTOP
484,-121.3140708,38.7047814,52663,17,ANTELOPE DIALYSIS CENTER,6406 TUPELO DRIVE STE-A,CITRUS HEIGHTS,CA,95621,SACRAMENTO,DAVITA,Profit,6/15/1987,31,TRUE,subpremise,ROOFTOP
485,-121.3118499,37.9318663,552808,17,PORT CITY DIALYSIS CENTER,1810 S. FRESNO AVE.,STOCKTON,CA,95206,SAN JOAQUIN,DAVITA,Profit,3/22/2017,24,TRUE,premise,ROOFTOP
486,-121.2853908,38.1292547,552504,17,TOKAY DIALYSIS CENTER,312 SOUTH FAIRMONT AVENUE SUITE A,LODI,CA,95240,SAN JOAQUIN,DAVITA,Profit,4/2/2003,12,TRUE,subpremise,ROOFTOP
487,-117.0796381,32.6075871,52835,18,U.S. RENAL CARE CHULA VISTA BROADWAY DIALYSIS,"1181 BROADWAY, SUITE 5",CHULA VISTA,CA,91911,SAN DIEGO,"US RENAL CARE, INC.",Profit,7/10/1998,30,TRUE,subpremise,ROOFTOP
488,-121.3296679,38.6377206,52604,17,MANZANITA DIALYSIS CENTER,4005 MANZANITA AVENUE STE 17 & 18,CARMICHAEL,CA,95608,SACRAMENTO,DAVITA,Profit,9/5/1984,21,TRUE,subpremise,ROOFTOP
489,-118.107843,34.0700567,52791,18,ROSEMEAD DIALYSIS CENTER,7403 HELLMAN AVENUE,ROSEMEAD,CA,91770,LOS ANGELES,INDEPENDENT,Profit,8/20/1996,17,TRUE,premise,ROOFTOP
490,-119.2753412,36.3204282,552806,18,DAVITA-VISALIA VINEYARD DIALYSIS,1140 SOUTH BEN MADDOX WAY,VISALIA,CA,93292,TULARE,DAVITA,Profit,3/13/2017,24,TRUE,premise,ROOFTOP
491,-118.3238211,34.1599802,52549,18,FMC-BURBANK,"2031 ALAMEDA AVENUE, SUITE 202",BURBANK,CA,91506,LOS ANGELES,FRESENIUS MEDICAL CARE,Profit,8/30/1977,21,TRUE,subpremise,ROOFTOP
492,-122.5433286,38.0064303,552607,17,NORTHGATE DIALYSIS CENTER,650 LAS GALLINAS ROAD,SAN RAFAEL,CA,94903,MARIN,DAVITA,Profit,1/23/2009,12,TRUE,premise,ROOFTOP
493,-119.7244604,36.7677235,552820,17,FMC FRESNO AIRPORT EAST,1899 NORTH HELM AVE SUITE 101,FRESNO,CA,93727,FRESNO,FRESENIUS MEDICAL CARE,Profit,10/20/2017,24,TRUE,subpremise,ROOFTOP
494,-118.3199397,34.1887219,52637,18,DAVITA-BURBANK DIALYSIS,1211 N. SAN FERNANDO BLVD.,BURBANK,CA,91504,LOS ANGELES,DAVITA,Profit,1/27/1986,24,TRUE,premise,ROOFTOP
495,-118.2025293,33.8654224,52889,18,FMC-NORTH LONG BEACH,145 W. VICTORIA STREET,LONG BEACH,CA,90805,LOS ANGELES,FRESENIUS MEDICAL CARE,Profit,7/22/2002,13,TRUE,street_address,ROOFTOP
496,-118.1890323,33.8137607,552709,18,LONG BEACH QUEST DIALYSIS CENTER,3140 LONG BEACH BLVD.,LONG BEACH,CA,90807,LOS ANGELES,INDEPENDENT,Profit,10/12/2012,24,TRUE,premise,ROOFTOP
497,-119.2179574,34.1978255,552764,18,DAVITA-CHANNEL ISLANDS,"3541 W 5TH STREET, STE.A",OXNARD,CA,93030,VENTURA,DAVITA,Profit,8/18/2014,15,TRUE,subpremise,ROOFTOP
498,-118.2175287,34.0508872,52622,18,DAVITA-EAST LA PLAZA DIALYSIS,"1700 CESAR E. CHAVEZ AVE., SUITE L-100",LOS ANGELES,CA,90033,LOS ANGELES,DAVITA,Profit,4/11/1985,30,TRUE,subpremise,ROOFTOP
499,-119.0684107,34.3463813,52829,18,FMC-SANTA PAULA,242 E. HARVARD BLVD.,SANTA PAULA,CA,93060,VENTURA,FRESENIUS MEDICAL CARE,Profit,5/29/1998,16,TRUE,street_address,ROOFTOP
500,-119.0382336,35.3622107,552769,18,DAVITA-BAKERSFIELD OAK ST DIALYSIS,422 OAK STREET,BAKERSFIELD,CA,93304,KERN,DAVITA,Profit,10/21/2014,24,TRUE,street_address,ROOFTOP
501,-119.6463645,36.3341572,552644,18,DAVITA-HANFORD AT HOME DIALYSIS,"900 N. DOUTY STREET, SUITE A",HANFORD,CA,93230,KINGS,DAVITA,Profit,1/20/2010,0,TRUE,subpremise,ROOFTOP
502,-120.8712916,37.0550913,552804,17,PACHECO DIALYSIS,1245 W PACHECO BLVD STE D,LOS BANOS,CA,93635,MERCED,DAVITA,Profit,1/25/2017,24,TRUE,subpremise,ROOFTOP
503,-121.352833,37.9872095,552555,17,WELLBOUND OF STOCKTON LLC,3555 DEER PARK DRIVE SUITE 140,STOCKTON,CA,95219,SAN JOAQUIN,SATELLITE HEALTHCARE,Non-Profit,7/5/2006,0,TRUE,subpremise,ROOFTOP
504,-117.2649019,34.0695505,552776,18,DAVITA-SAN BERNARDINO HOME TRAINING,966 E. HOSPITALITY LANE,SAN BERNARDINO,CA,92408,SAN BERNARDINO,DAVITA,Profit,11/10/2014,0,TRUE,premise,ROOFTOP
505,-121.9954571,36.9823051,552725,17,WELLBOUND OF SANTA CRUZ,2128 SOQUEL AVENUE,SANTA CRUZ,CA,95062,SANTA CRUZ,SATELLITE DIALYSIS,Non-Profit,8/2/2013,0,TRUE,street_address,ROOFTOP
506,-118.2966034,33.8588812,52821,18,U.S. RENAL CARE GARDENA DIALYSIS - 190TH,"1149 W. 190TH STREET, SUITE 1004",GARDENA,CA,90248,LOS ANGELES,"US RENAL CARE, INC.",Profit,2/4/1998,21,TRUE,subpremise,ROOFTOP
507,-122.4367009,37.6549644,552716,17,SOUTH SAN FRANCISCO HOME TRAINING,74 CAMARITAS AVE,SOUTH SAN FRANCISCO,CA,94080,SAN MATEO,DAVITA,Profit,5/16/2013,7,TRUE,street_address,ROOFTOP
508,-121.9960407,38.3475232,52709,17,VACAVILLE DIALYSIS CLINIC,941 MERCHANT ST,VACAVILLE,CA,95688,SOLANO,DAVITA,Profit,2/28/1991,15,TRUE,premise,ROOFTOP
509,-118.9571402,35.3941159,552735,18,FMC-BAKERSFIELD NORTHEAST,3201 MALL VIEW ROAD,BAKERSFIELD,CA,93306,KERN,FRESENIUS MEDICAL CARE,Profit,11/9/2013,24,TRUE,premise,ROOFTOP
510,-122.1688029,37.7046291,552749,17,SAN LEANDRO MARINA DIALYSIS CENTER,2551 MERCED ST,SAN LEANDRO,CA,94577,ALAMEDA,DAVITA,Profit,4/14/2014,24,TRUE,street_address,ROOFTOP
511,-120.65922,35.2806042,52811,18,DAVITA-SAN LUIS OBISPO DIALYSIS,1043 MARSH STREET,SAN LUIS OBISPO,CA,93401,SAN LUIS OBISPO,DAVITA,Profit,11/19/1997,20,TRUE,premise,ROOFTOP
512,-122.0683643,37.6180121,552672,17,HAYWARD,1661 INDUSTRIAL PARKWAY WEST,HAYWARD,CA,94544,ALAMEDA,DAVITA,Profit,4/28/2011,24,FALSE,subpremise,ROOFTOP
513,-118.1288176,33.9191528,52389,18,KAISER FOUNDATION HOSPITAL MEDICAL CTR.- DOWNEY,"CAPD DEPARTMENT-BASEMENT, 9333 E. IMPERIAL HWY",DOWNEY,CA,90242,LOS ANGELES,KAISER PERMANENTE,Non-Profit,12/1/1994,6,FALSE,premise,ROOFTOP
514,-117.900574,33.9278,52621,18,DAVITA-BREA DIALYSIS CENTER,"595 TAMARACK AVENUE, SUITES A & B",BREA,CA,92821,ORANGE,DAVITA,Profit,5/15/1985,21,TRUE,establishment,ROOFTOP
515,-118.2379747,33.8961837,52522,18,"MOBILE DIALYSIS SERVICES, INC. (COMPTON)",801 W. COMPTON BLVD.,COMPTON,CA,90220,LOS ANGELES,INDEPENDENT,Profit,9/1/1976,36,TRUE,premise,ROOFTOP
516,-117.8689597,33.8873885,552544,18,DAVITA-CROSSROADS DIALYSIS CENTER,3214 YORBA LINDA BLVD.,FULLERTON,CA,92831,ORANGE,DAVITA,Profit,7/29/2005,24,TRUE,subpremise,ROOFTOP
517,-117.7484885,34.0896625,52654,18,FMC-GAREY DIALYSIS CENTER PARTNERSHIP,150 E. ARROW HIGHWAY,POMONA,CA,91767,LOS ANGELES,FRESENIUS MEDICAL CARE,Profit,1/6/1987,29,TRUE,premise,ROOFTOP
518,-120.6249945,35.1386898,552556,18,DAVITA-PISMO BEACH DIALYSIS,"320 JAMES WAY, SUITE 110",PISMO BEACH,CA,93449,SAN LUIS OBISPO,DAVITA,Profit,6/28/2006,14,TRUE,subpremise,ROOFTOP
519,-117.2863107,33.2084146,552841,18,DAVITA-OCEANSIDE DIALYSIS,4182 OCEANSIDE BLVD,OCEANSIDE,CA,92056,SAN DIEGO,DAVITA,Profit,9/12/2018,20,TRUE,street_address,ROOFTOP
520,-120.9746423,37.6900861,52531,17,SATELLITE DIALYSIS MODESTO,3500 COFFEE ROAD #21,MODESTO,CA,95355,STANISLAUS,SATELLITE HEALTHCARE,Non-Profit,8/10/1977,25,TRUE,subpremise,ROOFTOP
521,-119.2599986,34.2752565,552575,18,DAVITA-DIALYSIS CENTER OF VENTURA,"2705 LOMA VISTA ROAD, SUITE 101",VENTURA,CA,93003,VENTURA,DAVITA,Profit,4/9/2007,20,TRUE,subpremise,ROOFTOP
522,-117.1845947,33.8972956,552805,18,FMC-MORENO VALLEY,27420 IRIS AVENUE,MORENO VALLEY,CA,92555,RIVERSIDE,FRESENIUS MEDICAL CARE,Non-Profit,2/22/2017,25,TRUE,street_address,ROOFTOP
523,-121.9325116,37.3280042,552608,17,CORNERHOUSE DIALYSIS CENTER,2005 NAGLEE AVENUE,SAN JOSE,CA,95128,SANTA CLARA,DAVITA,Profit,11/26/2008,15,TRUE,premise,ROOFTOP
524,-120.9381188,37.6054738,552581,17,CERES DIALYSIS CENTER,1768 MITCHELL ROAD SUITE 308,CERES,CA,95307,STANISLAUS,DAVITA,Profit,8/1/2007,16,TRUE,subpremise,ROOFTOP
525,-122.2674779,37.8164132,52610,17,RAI PIEDMONT,2710 TELEGRAPH AVENUE SUITE #100,OAKLAND,CA,94612,ALAMEDA,FRESENIUS MEDICAL CARE,Profit,1/14/1985,33,TRUE,subpremise,ROOFTOP
526,-122.0710943,37.8785045,552772,17,WALNUT CREEK WEST DIALYSIS CENTER,1221 ROSSMOOR PKWY,WALNUT CREEK,CA,94595,CONTRA COSTA,DAVITA,Profit,11/7/2014,21,TRUE,premise,ROOFTOP
527,-121.4362091,38.4947826,52711,17,SOUTHGATE DIALYSIS,7231 E SOUTHGATE DRIVE,SACRAMENTO,CA,95823,SACRAMENTO,"DIALYSIS CLINIC, INC.",Non-Profit,4/26/1991,22,TRUE,premise,ROOFTOP
528,-118.3016274,33.7385929,52899,18,U.S. RENAL CARE LOS ANGELES DIALYSIS,"1125 W. 6TH STREET, SUITE 101",LOS ANGELES,CA,90017,LOS ANGELES,"US RENAL CARE, INC.",Profit,3/12/2003,22,TRUE,subpremise,RANGE_INTERPOLATED
529,-118.3086771,33.7416228,552692,18,U.S. RENAL CARE GALA DIALYSIS,1666 W. THIRD STREET,LOS ANGELES,CA,90017,LOS ANGELES,"US RENAL CARE, INC.",Profit,10/24/2011,21,TRUE,street_address,RANGE_INTERPOLATED
530,-121.396268,38.4182894,552529,17,ELK GROVE DIALYSIS,9281 OFFICE PARK CIRCLE #105,ELK GROVE,CA,95758,SACRAMENTO,DAVITA,Profit,7/30/2004,21,TRUE,subpremise,ROOFTOP
531,-115.5544896,32.9604417,552554,18,FMC-BRAWLEY,"751 LEGION ROAD, SUITE 100",BRAWLEY,CA,92227,IMPERIAL,FRESENIUS MEDICAL CARE,Profit,5/31/2006,20,TRUE,subpremise,ROOFTOP
532,-117.7078759,34.018297,52739,18,DAVITA-CHINO DIALYSIS,4445 RIVERSIDE DRIVE,CHINO,CA,91710,SAN BERNARDINO,DAVITA,Profit,11/8/1993,24,TRUE,premise,ROOFTOP
533,-118.5896035,34.1709488,52381,18,KAISER FOUNDATION HOSPITAL MEDICAL CTR.- WOODLAND HILLS,"5601 DE SOTO AVENUE, AREA 247",WOODLAND HILLS,CA,91365,LOS ANGELES,KAISER PERMANENTE,Non-Profit,10/2/1991,2,FALSE,establishment,ROOFTOP
534,-118.3092081,34.0143766,52695,18,DAVITA-LOS ANGELES DIALYSIS CENTER,3901 S. WESTERN AVENUE,LOS ANGELES,CA,90062,LOS ANGELES,DAVITA,Profit,3/1/1990,28,TRUE,premise,ROOFTOP
535,-121.9141096,37.2973708,52891,17,WELLBOUND OF SAN JOSE LLC,1525 MERIDIAN AVENUE SUITE 101,SAN JOSE,CA,95125,SANTA CLARA,SATELLITE HEALTHCARE,Non-Profit,12/20/2002,4,TRUE,subpremise,ROOFTOP
536,-118.4112215,34.0593428,552800,18,DAVITA-BEVERLYWOOD DIALYSIS,"2080 CENTURY PARK EAST, SUITE 210",LOS ANGELES,CA,90067,LOS ANGELES,DAVITA,Profit,10/26/2016,13,TRUE,subpremise,ROOFTOP
537,-118.1524265,34.0344803,552568,18,FMC-DIALYSIS SERVICES OF EAST LOS ANGELES,5220 E. TELFORD STREET,EAST LOS ANGELES,CA,90022,LOS ANGELES,FRESENIUS MEDICAL CARE,Profit,12/20/2006,33,TRUE,street_address,ROOFTOP
538,-122.1760874,37.7680379,52815,17,RAI BANCROFT,6955 FOOTHILL BLVD. STE 220,OAKLAND,CA,94605,ALAMEDA,FRESENIUS MEDICAL CARE,Profit,10/28/1997,26,TRUE,subpremise,ROOFTOP
539,-121.2081361,38.6785596,52850,17,ORANGEVALE DIALYSIS CENTER,9267 GREENBACK LANE #A2,ORANGEVALE,CA,95662,SACRAMENTO,DAVITA,Profit,9/8/1999,20,TRUE,subpremise,ROOFTOP
540,-118.1370005,34.5806488,552845,18,DAVITA-PALMS VALLEY DIALYSIS,38454 5TH STREET WEST,PALMDALE,CA,93551,LOS ANGELES,DAVITA,Profit,10/22/2018,33,TRUE,premise,ROOFTOP
541,-118.1455332,33.8085784,52747,18,U.S. RENAL CARE WEST COAST DIALYSIS,"3780 KILROY AIRPORT WAY, SUITE 110",LONG BEACH,CA,90806,LOS ANGELES,"US RENAL CARE, INC.",Profit,5/1/1994,21,TRUE,subpremise,RANGE_INTERPOLATED
542,-117.6889044,33.6017859,552706,18,SATELLITE HEALTHCARE LAGUNA HILLS,"25251 PASEO DE ALICIA, SUITE 105",LAGUNA HILLS,CA,92653,ORANGE,SATELLITE HEALTHCARE,Non-Profit,1/28/2013,16,TRUE,subpremise,ROOFTOP
543,-117.8183665,33.7460706,552502,18,FMC-RAI-EAST FIRST STREET-TUSTIN,535 E. FIRST STREET,TUSTIN,CA,92780,ORANGE,FRESENIUS MEDICAL CARE,Profit,3/5/2003,25,TRUE,premise,ROOFTOP
544,-121.982235,37.5470248,552699,17,DAVITA FREMONT HOME TRAINING,39355 CALIFORNIA AVENUE,FREMONT,CA,94538,ALAMEDA,DAVITA,Profit,2/9/2012,0,TRUE,premise,ROOFTOP
545,-122.4038531,37.7947901,52769,17,SF CHINATOWN DIALYSIS CENTER,636 CLAY STREET,SAN FRANCISCO,CA,94111,SAN FRANCISCO,DAVITA,Profit,9/19/1995,22,TRUE,premise,ROOFTOP
546,-117.9445836,34.0516621,52399,18,KAISER FOUNDATION HOSPITAL MEDICAL CTR.- BALDWIN PARK,PERITONEAL DIALYSIS UNIT 1813 N HACIENDA BLVD.,LA PUENTE,CA,91744,LOS ANGELES,KAISER PERMANENTE,Non-Profit,2/7/2006,6,FALSE,establishment,ROOFTOP
547,-119.7293472,36.7743757,552563,17,ASH TREE DIALYSIS,2666 NORTH GROVE INDUSTRIAL DRIVE SUITE 106,FRESNO,CA,93727,FRESNO,DAVITA,Profit,8/22/2006,36,TRUE,subpremise,ROOFTOP
548,-117.0670304,32.5711988,52866,18,DAVITA-SAN YSIDRO DIALYSIS,"1445 30TH STREET, SUITE A AND B",SAN DIEGO,CA,92154,SAN DIEGO,DAVITA,Profit,1/3/2001,16,TRUE,establishment,ROOFTOP
549,-118.0499794,34.0907855,52893,18,"TEMPLE CITY DIALYSIS FACILITY, INC.",9945 LOWER AZUSA ROAD,TEMPLE CITY,CA,91780,LOS ANGELES,INDEPENDENT,Profit,1/13/2003,18,TRUE,premise,ROOFTOP
550,-117.629036,34.037988,552548,18,DAVITA-ONTARIO DIALYSIS,"1950 SOUTH GROVE AVENUE, SUITE 101",ONTARIO,CA,91761,SAN BERNARDINO,DAVITA,Profit,8/31/2005,20,TRUE,subpremise,ROOFTOP
551,-117.8684593,33.787046,52503,18,DAVITA-MAIN PLACE DIALYSIS CENTER,146 SOUTH MAIN STREET,ORANGE,CA,92868,ORANGE,DAVITA,Profit,8/17/1977,21,TRUE,premise,ROOFTOP
552,-118.078752,33.9114338,552727,18,DAVITA-FIRESTONE BLVD. DIALYSIS,11913 FIRESTONE BLVD.,NORWALK,CA,90650,LOS ANGELES,DAVITA,Profit,7/1/2013,24,TRUE,premise,ROOFTOP
553,-118.2371784,33.9253584,52858,18,DAVITA-KENNETH HAHN PLAZA DIALYSIS CENTER,11854 S. WILMINGTON  AVENUE,LOS ANGELES,CA,90059,LOS ANGELES,DAVITA,Profit,3/2/2000,20,TRUE,street_address,ROOFTOP
554,-117.9715547,33.7588847,52773,18,DAVITA-WESTMINSTER SOUTH DIALYSIS,14014 MAGNOLIA ST.,WESTMINSTER,CA,92683,ORANGE,DAVITA,Profit,9/29/1995,24,TRUE,subpremise,ROOFTOP
555,-122.4230564,37.790523,552761,17,SATELLITE DIALYSIS OF SAN FRANCISCO,"1700 CALIFORNIA STREET, SUITE 260",SAN FRANCISCO,CA,94109,SAN FRANCISCO,SATELLITE DIALYSIS,Non-Profit,9/22/2014,23,TRUE,subpremise,ROOFTOP
556,-118.1478787,34.0136024,52683,18,FMC-RAI-EAST OLYMPIC-LOS ANGELES,5714 EAST OLYMPIC BLVD.,LOS ANGELES,CA,90022,LOS ANGELES,FRESENIUS MEDICAL CARE,Profit,5/22/1989,24,TRUE,street_address,ROOFTOP
557,-118.6289268,34.2016729,52588,18,DAVITA-WEST HILLS DIALYSIS,"7230 MEDICAL CENTER DRIVE, SUITE 101",WEST HILLS,CA,91307,LOS ANGELES,DAVITA,Profit,6/15/1983,12,TRUE,subpremise,ROOFTOP
